-1.156768587806956267e-02,5.268204657229980797e-03,5.244252223176092652e-03,5.225151762432899728e-03,-1.534363720364805006e-02,-9.930203158550747478e-03,5.261737788991815296e-03,5.250104420727329073e-03,5.276587691602957313e-03,5.315487696107284478e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.202917207044322508e-04,6.153824425926933276e-04,6.103128745926175193e-04,6.093997522994643121e-04,-5.533292808947751218e-03,6.189217874814336101e-04,6.114416727147295189e-04,6.136127010595630827e-04,6.120018772683668206e-04,6.219279802344505588e-04
7.316925859039377124e-03,7.262333143483921082e-03,7.211128527739113503e-03,7.199417546558374570e-03,-5.634686358221241420e-02,-1.687889024671596723e-03,7.222346972674132358e-03,7.247315876353121848e-03,7.234197338781844962e-03,7.341087342254124827e-03
-9.177903346011730829e-03,1.021535474916342645e-03,1.016055239681784485e-03,1.008670509313289382e-03,1.021725000536270918e-03,1.022274531736416065e-03,1.024814765273260103e-03,1.010804060942497922e-03,1.026462208921989422e-03,1.025561554689879886e-03
-1.481088209223408586e-02,1.942524894465863516e-03,1.931344222711866296e-03,1.918820413085905660e-03,-6.985382632675841237e-04,1.945259455243446853e-03,1.946219180419542271e-03,1.924135202898431775e-03,1.949166236209214738e-03,1.951950750467397683e-03
-1.690916663629686567e-02,1.892090996990487698e-03,1.881914559519077927e-03,1.868288385995741730e-03,1.802274455173211382e-03,1.893505253393807861e-03,1.898078150707307836e-03,1.872283088856858480e-03,1.901123212302085206e-03,1.899608533358286252e-03
-6.425700445114439219e-02,1.280223361977642083e-02,1.274184735082715784e-02,1.267600931264257873e-02,-1.419410395660475506e-02,-1.103635593350059223e-02,1.281179212774968303e-02,1.272208882991520719e-02,1.284277949196496217e-02,1.289071360837371928e-02
-2.661926923079529703e-02,2.962825692365022179e-03,2.946931010142182089e-03,2.925512596974732139e-03,2.963375385831253095e-03,2.964969226866171273e-03,2.972336831195512060e-03,2.931700675351083408e-03,2.977115019020636858e-03,2.974502793048700022e-03
-1.842780663440045721e-02,8.957063122023350976e-03,8.892337157383304463e-03,8.863133775401077150e-03,-5.187168741337503525e-02,7.776881417070643891e-03,8.927003186079500094e-03,8.911135856688118598e-03,8.937796627884049896e-03,9.034142905245444791e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.192140299572785151e-03,1.182972615703490162e-03,1.173922558295471688e-03,1.172091837253947917e-03,-9.914855652033965211e-03,4.646623869528292258e-04,1.175922912993413328e-03,1.180043774396585679e-03,1.177422304563995352e-03,1.195676962301446327e-03
5.102703129925631118e-03,7.308101392382151083e-03,7.262936991738435516e-03,7.249234406600062880e-03,-4.851153243517122848e-02,-7.657702465080621322e-03,7.274356039615390013e-03,7.295153507000605962e-03,7.289911280818895528e-03,7.386838152170678573e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.520135264410868131e-02,4.272215538579403511e-03,4.251448683281074635e-03,4.222062244000789576e-03,4.275159715519501018e-03,1.077986848431984352e-03,4.285186941512804208e-03,4.231853144675131080e-03,4.293716906908368221e-03,4.291722621199619940e-03
-1.613254772772904425e-02,9.702844692713076535e-03,9.662614735200542732e-03,9.629828632216869133e-03,-2.785498718635448165e-02,-2.388949238619258661e-02,9.690018276520351651e-03,9.677115396330046929e-03,9.720269262960217968e-03,9.794336304335007556e-03
2.991607816881691057e-03,2.967930836705902613e-03,2.943480793684182667e-03,2.939076891941203289e-03,-2.668654355332113551e-02,2.985000759586335910e-03,2.948924879383015962e-03,2.959395542057184376e-03,2.951626692523147497e-03,2.999499340558471703e-03
5.112240591826854551e-03,5.081263609277720215e-03,5.064059135242622751e-03,5.053846244408894024e-03,-2.008901461345099018e-02,-2.059978655236986353e-02,5.067367079387055662e-03,5.083428857171870020e-03,5.086972889030835429e-03,5.139622759475001058e-03
-1.276794017044029922e-02,2.921726386330471010e-03,2.902175338606181182e-03,2.888805677358202446e-03,-1.055902583242917560e-02,2.930624103906252689e-03,2.918134152476676863e-03,2.901326884672820322e-03,2.921898387769190919e-03,2.942275071749678953e-03
-7.786318073442066202e-03,2.582433052909234149e-03,2.564146290574747643e-03,2.554340947984906282e-03,-1.283153849219547359e-02,2.592058082716040563e-03,2.575891588603094508e-03,2.567073967170412779e-03,2.578972749351795147e-03,2.602939886327307415e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.104104964554464903e-04,5.594162569396699675e-03,5.577631762557946037e-03,5.563006236392262216e-03,-1.558944742052445487e-02,-2.347469377650026820e-02,5.584959161063240453e-03,5.592682337729900331e-03,5.607409188552385342e-03,5.654700437787730898e-03
-1.621922711939018406e-03,1.805261534529250080e-04,1.795576841131862140e-04,1.782526516395752266e-04,1.805596464954932923e-04,1.806567598666884917e-04,1.811056709427489046e-04,1.786296937279527959e-04,1.813968078364136581e-04,1.812376438640345979e-04
-1.851184327848698352e-02,4.740990809452436117e-03,4.731846636483657068e-03,4.708908525892987508e-03,4.758154466704748314e-03,-1.945454828190560856e-02,4.750586092899844286e-03,4.725380403101151795e-03,4.770645132617065340e-03,4.779879493240698184e-03
